,tweet,depressed
1254,treta de adolescente na tl = tudo igual eh o q mais tem no tt foda se todos adolescentes,1
1255,"""dia da consiencia negra o q eu posso escreve no tt q daria um impacto nos jovens brancos da classe media aproveitando tbm para ganhar diversos seguidores haha todos me amam""",1
1256,ou ate CORNO ne ou chifrudo ne ouça a musica desça dai seu corno que deve ser realmente a sua musica viu e va pro inferno e me deixe em paz seus satanazes do demonio que so entra nim grupo pra ta degredindo e perturbando as pessoa que precisam de oraçao seus perturbado do inferno,1
1257,"óia.. nao sei ne se é homem ne é homem ou mulher porque realmente ne uma fotografia de... de um pintinho ne que realmente deve ser algum foragido ne da policia ne porque a pessoa que esconde a sua foto do perfil realmente deve ser IGUAL a esse né, a esse MARGINAL ai ne que entra",1
1258,hj e dia de entrar no saco de lixo e fica na rua esperando o lixeiro te leva,1
1259,"Chorando! por ter nascido feio, ridículo, sem graça , chato, horrível, etc... Não era para eu ter nascido so para sofrer tanto na vida normal como na sentimental . Sinceramente eu não tenho esperança de que tudo isso possa mudar.  https://twitter.com/viana1N/status/1064896173847252992 …",1
1260,o cara sofre de bordeline mano cada dia um opiniao diferente pqp,1
1261,a tela do notebook ta quebrada to usando a tela do pc de apoio pra do note nao cair pra tras,1
1262,aqui tem mt vida loka adolescente pera com leite que mora em sao caetaon,1
1263,muito ruim nao Viver,1
1264,bom dia,1
1265,na moral quero me matar no dia de hoje nao agento mais de verdade pqp,1
1266,acabei de quebrar mais o notebook eu sou um completo de um merda,1
1267,pqp eu to com vergonha demais mano que inferno,1
1268,mulekin me envia um video q o astaribe envio pra ele  blz aparece um cara descendo umas rampa de moto dps fica em camera lenta  DPS MUDA PRA ALGUEM ENFIANDO UM BRAÇO INTEIRO NO CU DE UMA PESSOA   minha  mae atras de mim  ainda nao olhei pra tras nem falei com ela acho q ela viu,1
1269,hj foi um dia estranho kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1
1270,no momento estou igual eu vim ao mundo pelado e chorando,1
1271,queria come uma lasanha de perdecao sabor pinto essa noite,1
1272,teve uma vez q eu tava no interior o nome da cidade eh socorro. no primeiro dia um cachorro quase arrancou a cara do meu irmao no segundo dia fui da uma volta na regiao a porra duma vaca começou correr atras de mim  nunca mais na minha vida piso no interior nem me meto com vacas,1
1273,Sem tempo irmão.,1
1274,oi boa noite,1
1275,Com 1 ou 10000 Pecado Voce vai Para o Inferno Entao porque Nao ir como Uma LENDA ?,1
1276,se minha vida ta assim e eu nem fiz um pacto com o diabo nao custa nada tentar,1
1277,dia de fumar muita maconha e chegar na entrevista amanha mais sequelado q o bob marley depois de morto,1
1278,caralho eu sou um imprestavel mesmo q se foda minha existencia,1
1279,quanta diversao nesse zapkklkjjkkkkkkkkkkkkkjjjjkk  pic.twitter.com/Hdu5DaOqgz,1
1280,"essa brinkadeira foi feita"" no fantastico. da certo pode acreditar, mande esse recado p 20 pessoas nos proximos 15 minutos, apos mandar os 20 recados, aguarde 10 segunds e aperte na tecla 6 do seu celular q vai aperecer o nome de quem te ama acredite",1
1281,ai e foda..,1
1282,",, nao ., o q q eu to fazendo da minha vida....",1
1283,amor eu so mo lixo isso nunca vai acontece comigo,1
1284,falei num grupo catolico aleatorio q to me sentindo uma merda vamos ver o q vao falar.,1
1285,estranho mas com vontade de chorar e rir ao mesmo tempo cheguei no apice da minha loucura,1
1286,"me arruma "" amigos """,1
1287,adolescente = merda,1
1288,foda,1
1289,sou o tempo inteiro triste mas na internet tento demonstrar ser uma pessoa totalmente diferente da vida real só pras pessoas me acharem legal,1
1290,KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK acho q a conta de alguém vai cair...,1
1291,boa noite a todos,1
1292, https://vesteesquerda.com.br/   loja muito foda para comunistas de plantao,1
1293,loja muito foda João!,1
1294,caralho vc e foda entao irmao,1
1295,"o bolsonaro acabou de postar um bagulho nem li e disse ""foda se"" os robo tao bravo demais aqui me xingando",1
1296,foda se,1
1297,algum emprego q so trabalhe 2 horas por dia no max ? sem ser revendedor jequiti,1
1298,amigos bom dia,1
1299,boa noite a todos . ☄✌✌🙏,1
1300,ia entra no grupo kkk.. n deu tempo,1
1301,"to com medo agora. o jonny vai me mandar um livro disse q vai ""cagar um pouquinho a minha mente""..  nao tenho boas lembranças de livros q cagaram minha mente",1
1302,u so um lixo  https://www.youtube.com/watch?v=Y2Zb_SjCV9ge …,1
1303,queria se alguem na vida,1
1304,escrevendo rap pra sai dessa vida,1
1305,se foda vc,1
1306,boa noite @ElGabrielCabron e o nosso santos?,1
1307,quem quer me encontrar as 19:00 no centro pra SAIR NO SOCO ate o primeiro cair inconsciente ?,1
1308,no twitter vc encontra  -pessoas normais -pessoas q se acham normais -jefrey mendes -pessoas q jogam league of legends -pessoas q se apaixonam por deseinho -eu,1
1309,Sem tempo irmão,1
1310,completamente frustrado com a vida,1
1311,foda se to saindo aaki,1
1312,oloco pai eu so um lixo,1
1313,Foda ae vo compra makonha..,1
1314,ou ate CORNO ne ou chifrudo ne ouça a musica desça dai seu corno que deve ser realmente a sua musica viu e va pro inferno e me deixe em paz seus satanazes do demonio que so entra nim grupo pra ta degredindo e perturbando as pessoa que precisam de oraçao seus perturbado do inferno,1
1315,"óia.. nao sei ne se é homem ne é homem ou mulher porque realmente ne uma fotografia de... de um pintinho ne que realmente deve ser algum foragido ne da policia ne porque a pessoa que esconde a sua foto do perfil realmente deve ser IGUAL a esse né, a esse MARGINAL ai ne que entra",1
1316,FODA SE OS DOIS DA PRA ENFIA NO CU DO MESMO JEITO OTARIO  https://twitter.com/CellinFlu/status/1063601165852700672 …,1
1317,b dia,1
1318,13:30 ainda e tempo de almçar,1
1319,queria estar e cima de um palco com a minha banda neste exato momento mas estou no notebook vendo imagens de naruto,1
1320,nao saia por ai dando tiros em pessoas inocentes.. quando sair na rua armado procure sempre um policial distraído e atire ! hah,1
1321,A    pas    de     Deus   meu    amore    Bm    dia    amore   voce    esta    bem    amore   eu    es    tou   muito    bem     tem   hum    domingo     Erpecial    para   nos    dois   beijos   fica     cm     Deus   amem,1
1322,bom dia. ??..,1
1323,bom dia rick meu irmãozao,1
1324,Sim velho........ bom dia amor,1
1325,bixtequinha bom dia meu grande irmao,1
1326,bom dia nestorzinho capotei o corsa ontem,1
1327,boa noite a todos fui de berço,1
1328,essa noite vo matar alguem,1
1329,foda se eu vo beber,1
1330,bom dia,1
1331,q inferno to chorando,1
1332,seu filho e usuario do '' tuiter '' ??? nn jamais deixaria ele usa uma droga pesada dessas ..,1
1333,mas e craro irmao mas se eu ve q o corinthia ta ruim vo fuma makonha,1
1334,gloria a deus pela sua vida cantor jack,1
1335,bom dia jackão,1
1336,passo o dia todo na internet pq n consigo encarar o mundo da forma q ele eh e me escondo atras de um perfil falso por ser feio e ter vergonha de mostrar o rosto por ai. alem do mais quem puder me seguir .. vai preencher um vazio existencial q sinto dentro de mim ! :D,1
1337,chamando mulekin p vir pra ca bebe e usa droga,1
1338,comendo areia dos gatos pois n tem nada pra come nem e tão ruim,1
1339,queria dormi mas to sem sono,1
1340,ta todo mundo morrendo hoje infelizmente nao to no meio dessas pessoas mas eu vo consegui. ! 🙏,1
1341,"A cirurgía custa R$ 18.000,00. Deve ser feita o quanto antes. Ele tem pouco tempo de vida. Não pode esperar pelo SUS. O Whatsapp vai pagar R$ 1,00 cada vez que a MSG fôr repassada.  Vamos salvar a vida dessa criança! 😇🙏",1
1342,o tempo passou e so se concretizou no seu coração galo.,1
1343,"teve um dia q comecei a me sentir meio """" nerd """"  meti uma garrafada na minha propria cabeça virei gente",1
1344,foda se galvao na moral ja deu,1
1345,A    pas   de     Deus      Bóa    noite     meu    querido    paulo    amgo    tem    hunha     noite   cheia    do    amor  de        Deus   e     o   brilho    do    seu    olhar    e   que   dizes   nao   temas   estou   aqui    a    te    guardar     amem,1
1346,se foda brasil,1
1347,minha cachorra ta dando umas tossida parece um velho no banheiro pela manhã,1
1348,primeira coisa q veio na mente,1
1349,ss.... hj e dia do nosso casamento 💒..,1
1350,mei sonho 😆,1
1351,parsero n aguento mais me sentir um merda 24h por dia,1
1352,carol falou que essa noite sonhei igual um filha da puta pq n parava de me debater.. e hoje acordei com a cabeça muito estranha,1
1353,bom dia ??,1
1354,minha vida eh uma piada,1
1355,belo dia pra tomar um tiro de escopeta na cara,1
1356,"Todos voces  estão convidados para um retiro que estou organizando !! É baratinho custa 50 R$ por pessoa... É simples. .. voces depositam o dinheiro na minha conta eu vou la e ""RETIRO"" 😂😂😂🤣🤣😅",1
1357,um dia eu vo em.,1
1358,pessoas q estao no mesmo nivel intelectual q eu:  -tua tia  apenas,1
1359,vcs usam muita droga antes de entrar na internet,1
1360,bom dia avin,1
1361,FODA SEEEEEEEEEEEE,1
1362,foda se mano kk,1
1363,ain ele tem tatuagem na cara FODA SE A DIFERENÇA EH Q ELE NUNCA VAI CONSEGUIR SAIR DO TELEMARKETING,1
1364,gosto de falar q amo meus amigos,1
1365,como aproveita um feriado sem dinheiro sem amigos sem porra nenhuma.,1
1366,dia triste com certeza,1
1367,essa noite sonhei q estava amamentando,1
1368,eu te do bom dia,1
1369,droga to a mto tempo cagando ja tenho q sair daqui,1
1370,queria toma um lsd com a minha esposa essa noite,1
1371,sentindo uma puta vergonha alheia assistindo profissão reporter foda se uma criança q fala q eh pastora e canta mal pra caralho fiquei bravo agr..,1
1372,eu chupo quando tempo for necessário  https://twitter.com/ryaxj/status/1062879934593548289 …,1
1373,FODA SE O CORINTHIANS,1
1374,"Essa e pra vc . !!!  Te Admiro bastante e quero que seja protegido de todo mal Hoje é Dia Do Anjo Da Guarda!..  Dou a você oito anjos pra te iluminar.Você deve passar para oito amigos, incluindo Eu. E,em oito minutos terá a ótima notícia       Manda Viu",1
1375,ta na cama todo arrebentado,1
1376,arrumar um emprego fazer faculdade construir família ser bem sucedido  eu:  pic.twitter.com/jnRqx4aR3h,1
1377,A   pas   de     Deus   grupos   amgas   amgos  tem   hunha    noite    de   pas    amem😄😄,1
1378,q dia estranho,1
1379,entai vamo discord so de gritaria um dia,1
1380,foda se eu vou te caçar e te matar,1
1381,sonhei q me jogava na frente de um trem. foi so um sonho..,1
1382,dia primeiro de janeiro bora customizar umas armas colocando adidas nike puma sla vai fica bonito pra porra,1
1383,mais um dia ai pra ser um completo de um bosta,1
1384,mas agora ja ta noite mano amanha nois resolve essas ideia,1
1385,Sem tempo irmão,1
1386,quando tem mta diversão no zap  pic.twitter.com/mlxEiFYtPx,1
1387,bolinho de chuva nessa merda,1
1388,foda se a bunda e minha to chorando,1
1389,Boa   noite  gente   lindas   tem    hunha   abencoada  noite,1
1390,os gato brigando no telhado aqui mano que susto parecia duas pessoas correndo,1
1391,eu sou o pão da vida  pic.twitter.com/2eWZYrgOzb,1
1392,jogando bilhar dia 01/01/2019  https://twitter.com/alefrits/status/1062006119281897472 …,1
1393,nem meio dia pra mim ja eh umsa segunda feira bem bosta,1
1394,em um grupo eu falo pro cara arrancar uma costela e chupar seu próprio pau e em outro grupo peço a benção pros irmãos católicos.,1
1395,Bom dia a todos,1
1396,amados irmãos a paz de cristo boa noite a todos para quem nao e todos apenas noite,1
1397,queria ser uma mosquinha mas so pra ter poucos dias de vida mesmo,1
1398,quero passa a noite em claro,1
1399,minha vida n fazia mais sentido sem ele dps desencanei e bola pra frente,1
1400,kkkkkkkkkkkkkkkkkkkkkkkkkk isso q eh vida ph,1
1401,kkkkkkkkkkkkkkkkkkkkkkkkk mta grana mano.. eu pegava tipo 1 real mS faz tempo,1
1402,vida triste com certeza,1
1403,mt ruim n se sentir satisfeito com porcaria nenhuma,1
1404,girando tal qual uma bayblade no centro do quarto,1
1405,dormi mto mal essa noite queria tirar um cochilo mas ao mesmo tempo penso q eh perda de tempo..,1
1406,"o vocalista do burzum (black metal) tem um canal chamado trulian perspective, ele vive no mato e eh mto inteligente. tem alguns vídeos em pt no yt.. eh de la q tiro algumas conclusões sobre a vida no mato.",1
1407,serio meu sonho ser cantor de uma banda de grito e viajar o mundo inteiro sendo feliz mas infelizmente a vida n coopera mt cmg então terei q viver uma vida vazia e sem perspectivas ate o dia da minha morte hahaha 😆,1
1408,O FILHA DA PUTA FUMO MAKINHA CLARAMENTE  pic.twitter.com/Qp8O7NfcNH,1
1409,meu sonho desde antes de casar mas e mto difícil . se vc encontrar uma forma mais fácil me avise pvfr,1
1410,mais um dia normal na buceta dos moments  https://twitter.com/MomentsBrasil/status/1061640905919225856 …,1
1411,isso eh muito bonito serrate.. aprecio sua vontade de gerar uma vida,1
1412,chapei nessa porra agora eh fica na depre o resto do dia,1
1413,n consigo dormir eu me odeio mt,1
1414,bom dia galo. boa prova,1
1415,"e vc ta certo rick. as pessoas tem q entender q se tá doendo, pode ser q seja a verdade q eles não querem aceitar.. eh foda.",1
1416,pateticos ne rick. todas as pessoas,1
1417,n tenho preconceito odeio todos igualmente,1
1418,sergio groisman cantando foda se o limite da vida e esse,1
1419,foda se,1
1420,O sistema e foda.,1
1421,se foda,1
1422,Boa    noite  grps  amgas    amgos   tem   hum ha   linda   noite   agradecído  dia   amem,1
1423,lixo de vida,1
1424,na moral rapidao aki vcs levam 'youtubers' a serio de vdd ou eu to muito louco de esquizofrenia..,1
1425,2 beck do dia  https://twitter.com/archillect/status/1061304987895119872 …,1
1426,sei do q digo o raul gil eh a unica pessoa q vai pro ceu,1
1427,amigos  https://twitter.com/feioayy/status/1061273667257143296 …,1
1428,foda se lucca eu te amo,1
1429,minha perna ta dormente porra q inferno,1
1430,o suicidio eh a unica coisa certa na minha vida,1
1431,pensei: preciso de um celular to mto longe das pessoas,1
1432,A  pas   de   Deus   Bm   dia    paulo   amore   tem   hum   dia    Especial❤❤,1
1433,bom dia vou voltar a dormir q eh melhor espero nunca mais acordar.,1
1434,odeio ele.,1
1435,vc e foda..,1
1436,se foda vcs estão dominando a internet,1
1437,sua cadeira de plástico no inferno ta garantida otario,1
1438,já falei porra deus tenha misericórdia da sua vida,1
1439,espero q vcs tenham uma boa noite pq eu vou ter so noite,1
1440,boa noite a todos,1
1441,na vida real fiz amigos  no twittwr fiz irmaos,1
1442,dando unfollow em Pessoas,1
1443,queria segurar na mão e de deus essa noite,1
1444,Testando apps do twitter mas tudo ruim foda se,1
1445,Tem um cachorro amaldiçoado aqui atrás q não para de chorar um segundo consigo sentir do e raiva ao mesmo tempo,1
1446,Vc e foda em alen,1
1447,Tenho que descer na pqp pra sacar dinheiro eu odeio minha vida,1
1448,unica forma de continuar vivo no dia de hoje e fumando aquele baseado do tamanho da testa da larissa manuela,1
1449,hoje queria zua na internet mas nao tenho amigos com a mesma disposiçao que eu,1
1450,Bom dia família  Morte a burguesia,1
1451,Na moral estou sem tempo,1
1452,Galera boa noite,1
1453,Foda se vc,1
1454,Queria ficar extremamente bêbado no dia de hoje,1
1455,Nasa descartou essa possibilidade,1
1456,Amigos crente,1
1457,Vai ter visita hoje em casa partiu fica o dia todo de baixo da cama,1
1458,Brincadeira Vamos jogar um dia,1
1459,Boa noite galera..,1
1460,kkkkkkkkkkkkkkk João um sonho realizado sem zuera,1
1461,depois da meia noite volto pra zap acho vitela..,1
1462,nao acredito que perdi o joguinho de rpg do meu celular vai toma no cu tava mo longe naquela merda deus so pode estar planejando algo contra mim,1
1463,provavel q eu pegue um celular hoje de noite.. mas enquanto isso vou ficar aqui entao nessa merda desse tuiter aguentem,1
1464,sempre costumo pensar q minhas ultimas palavras de vida nao serao da minha boca serao escritas aqui,1
1465,"to ligado que posso contar contigo mano, mas no momento a questao nao eh contar com ninguem, eh so me matar mesmo kk",1
1466,nao mano. tudo da errado na minha vida nao tenho satisfação em existir e nao quero nunca mais viver,1
1467,na real vou excluir esse lixo,1
1468,escrevendo esse q talvez seja meu último tweet. desisto da minha vida e de tudo o que eu tenho nao vou excluir o perfil vou deixar de recordaçao  agora sim  adeus=,1
1469,eu vo sair daquela merda,1
1470,"kkkkkkk entendo.. mas a verdade é que esse monte de merda astral é na realidade só o resultado de uma série de outras coisas que foram vividas no passado.. a culpa não é nossa, é só a realidade..  mas quem faz o amanhã sempre será a gente. Os fortes conseguem viver",1
1471,ah mano. na moral. eu te acho muito foda e muito cabeça mesmo nem trocando tanta idéia com você e tô ligado que posso contar contigo pq tu eh forte,1
1472,tu é foda pedrao ♥,1
1473,tipo sou triste 24 horas por dia mas tem umas hora que bate a real depre e tenho vontade de ficar deitado no chão olhando pra cima até um meteoro cai em cima de mim..,1
1474,hoje e dia do nosso casamento..,1
1475,boa noite rickzao,1
1476,unicas pessoas q gostam de mim nesse site: carol  nestor  fim,1
1477,se foda,1
1478,rezando o terço pela 73x no dia,1
1479,odeio essa vagabunda,1
1480,pq essa merda de whatsaap web fica cando toda hora ??,1
1481,caralho eu queria demais puta que la merda,1
1482,to empatando o que filha da puta do caralho vai tomar no seu cu sua lazarenta dos inferno desgraçada do caralho,1
1483,ah. regiao metropolitana da pra chegar. um dia nois marca um role com nois aqui de sp,1
1484,bom dia?,1
1485,Fui amigos !  pic.twitter.com/cbAWgLxT9d,1
1486,se foda,1
1487,dae dief vamos conversar como amigos ?,1
1488,pqp o frango do kfc vai toma no cu q delicia dos inferno..,1
1489,to com medo não quero mais sair do quarto,1
1490,trabalhador brasileiro é tratado que nem lixo,1
1491,ai João.... Você é foda mano ♥♥  eu tô vendo aqui ainda...,1
1492,sério olha esta merda  https://twitter.com/globoesportecom/status/1059401187395596288 …,1
1493,sempre que abro o olho pela manhã fico triste pq significa que ainda ttô aqui vivo kkkk..,1
1494,que lixo acordei,1
1495,boa noite,1
1496,então vamos beber foda se,1
1497,foda,1
1498,sim velho mas 4 gols no primeiro tempo vcs sao foda kkkkkkkkkkkkkkkkkkkkk,1
1499,foda se adolescentes fiz o enem duas vezes  posso zuar voces o quanto eu quiser,1
1500,churrasco e cerveja pra vida toda.  https://twitter.com/feioayy/status/1059109532784304128 …,1
1501,"eu já concordo com a posição politica do gregorio mas nao assisto nada dele, e discordo do danilo gentilli e ainda sim assisto ele, mas por puro entretenimento.. o foda eh que eu me importo bastante com politica pq mostra o que a pessoa pensa sobre determinados assunto",1
1502,"uhum, to ligado. Fui me ""afastando"" do danilo gentilli com o tempo pq antes concordava com as posições politicas dele, adorava o bolsonaro e toda a direita, mas o tempo foi passando e fui perdendo o interesse, mas acho que mais por posição politica mesmo. mas assisto as entrevist",1
1503,"ah mano pouca gente vai.. mas enfim, como humorista ele eh foda mesmo",1
1504,"galera, é o seguinte  na redação do enem vc começa assim:  teve um dia q eu bejei",1
1505,foda se,1
1506,odeio ele,1
1507,ainda bem que o enem e só semana que vem da tempo de estudar,1
1508,caralho foda irmão,1
1509,nao da rt nesse Merda,1
1510,Não me segue de volta toma infollow eu só queria amigos,1
1511,estudando pro enem igual um louco antes que seja tarde..,1
1512,velho ao mesmo tempo que parece ele também não parece sei la,1
1513,um dia vo bebe skol e whisky com reymar,1
1514,o que conforta meu coração é que vou me matar em breve e não estarei mais nessa merda desse mundo escroto,1
1515,bom dia nada,1
1516,"sim, entendo. a cara eu passei por tanta coisa tendo esse perfil, tem tanta merda aqui, tanta bad.. mas alguns momentos ate q sao divertidos",1
1517,"cara, sinceramente, na maioria das vezes quase sempre mesmo, so to aqui pq to triste.. se eu tivesse feliz tava vivendo a minha vida",1
1518,sera q as pessoa q tao fora vao ouvir tbm ?,1
1519,hoje so quero toma umas cerveja com meu amigo @luckeiroz e jogar conversa fora.,1
1520,preguiça de qualquer coisa neste exato momento,1
1521,foda se o que vao falar o que vao sentir o que vao escrever ou lembrar de mim. EU NAO ESTAREI AQUI PRA SABER :D  isso me conforta,1
1522,pq essa porra dessa vida eh tao lixo,1
1523,se esta um bom dia pra você está um bom dia para mim também irmao,1
1524,Me falem. Bom dia ?????,1
1525,Boa noite.,1
1526,minha vida ta mais chata que um mangá da turma da Mônica jovem,1
1527,você tá me fazendo sentir mais bosta ainda luciano,1
1528,tem tanta imagem salva desse grupo puta merda,1
1529,o foda eh que amanha tem que acordar e depois de amanha tambem,1
1530,so queria morrer no dia de hoje,1
1531,vida lixo,1
1532,queria que o fim chegasse logo e a vida perdesse logo a sua falta autenticidade,1
1533,minha vida é uma PIADA,1
1534,vida lixo do caralho,1
1535,se foda vou fazer nada agora nao,1
1536,"""vamos rezar pra deus acabar com a fome no mundo.""  disse o papa segurando o crucifixo de ouro. levando em consideração todo o dinheiro que tem no vaticano que pode acabar com a fome no mundo 3 vezes. mas FODA SE!!!!!!!!!!!!!!  https://twitter.com/Estadao/status/1058383229508562947 …",1
1537,meu irmao equilibrando o video game num colchao encostado na parede eu acho que vai da merda.,1
1538,compra uma cerveja fuma uma maconha eu amo um pouco so minha vida tipo um pouquinho de nada,1
1539,que se foda,1
1540,minha familia eh um bando de preguiçoso a merda do carro na garagem meu pai nao desce no mercado pra comprar a merda de um ketchup pra faze estrogonofe.,1
1541,q lixo..,1
1542,dia dos afinados,1
1543,faz academia todo dia e fica dormente pra carrega umas compra,1
1544,dia de matar 30% da população,1
1545,eh hoje o famoso dia da maldade? pq ainda não presenciei nenhuma morte,1
1546,sem vontade nenhuma de existir no dia de hoje..,1
1547,bom dia?,1
1548,foda se tudo,1
1549,lixo de vida,1
1550,agora não durmo de noite deus me odeia,1
1551,comi 3 lanche puta merda,1
1552,nao e nao cara no momento minha salvaçao ta sendo o alcool,1
1553,bom dia CARALHO,1
1554,levando tbm nesse lixo..,1
1555,boa noite,1
1556,Bom    dia    Marcia   amga    linda   tem   hum   bom    dia  cm   muita   pas,1
1557,♡ te amo sonho meu,1
1558,bom dia mas só para os meus amigos,1
1559,kkkkkkkkkkkkkkkkkkkkkkkkkj otaku tem que ter a mesma condenação que judas INFERNO,1
1560,velho sem zueira nenhuma faz tempo que nao vejo uma ventania dessas,1
1561,SE FODA,1
1562,dia de halloween vo sair na rua vestido de nossa senhora da aparecida,1
1563,bom dia amigoes,1
1564,dia primeiro de janeiro de 2019 lucra o dobro. fica tranquilo.  https://twitter.com/g1/status/1057418434949140480 …,1
1565,af eu sou um merda..,1
1566,o barulho que essa merda faz..para..,1
1567,Boa   noite    meu   amore   paulo    amgo   tem   hunha   noite  linda   como   a   do   luar  e  ceu  estrelado  voce   e    Eu   a  olhar   meu   amore  fica   cm    Deus,1
1568,so converso com pessoas catolicas,1
1569,Boa  noite   meu    amore  beijos,1
1570,péssimo dia pra existir todos,1
1571,achei que eu era louco..eu achei de verdade,1
1572,Bm   dia  meu   amor   tudo   bem  amore   eu   bem   obrgada   tem   hum   dia   lindo    e   feliz   beijos❤❤,1
1573,q inferno,1
1574,queria muito ficava o dia inteirinho nessa merda.,1
1575,bom dia,1
1576,Boa noite,1
1577,serio to ficando louco,1
1578,Boa  madrugada   meu  amore  tudo   bem  amore   eu   bem  obrigada      querido   tem  hunha   abencoada   noite   amem    fica   cm    Deus   amem   agradecemos   a   Deus  por  este  dia  lindo  que    ja   findou  amem,1
1579,o foda e que antes eu era assim sei lá o que aconteceu,1
1580,Me ajuda com isso tbm galo.. tá foda,1
1581,Pessoal boa noite !,1
1582,eu sou um lixo,1
1583,achei foda,1
1584,péssimo dia.,1
1585,excluindo esse lixo,1
1586,vocês me surpreendem a cada dia mais,1
1587,droga.  https://twitter.com/g1/status/1056589157974319104 …,1
1588,Bóa  tarde   meu  amore  tudo   bem  amore   cmgo    bem    obrgda  amore  estou   cm   saudade     de   voce   amore  sem   poder  te  falar  foí  a   pior  coiza   ruim   que   acnteceu   na   minha   vida  amore  te  amó  beios   tem    hunha   tarde    de    Domingo  cm  chuv,1
1589,aproveita aí seu último dia,1
1590,Bom dia... ????,1
1591,Sim bolsonaro!  Até ele está dizendo. O futuro do país está em nossas mãos. Vote 13  https://twitter.com/jairbolsonaro/status/1056348052624158721 …,1
1592,sério. amanhã eh o grande dia...,1
1593,PESSOA PESSOAL,1
1594,que lixo de dia poderia pelo menos parar de chover porra??,1
1595,"meu dia ficou melhor quando o joaquim barbosa declarou voto a fernando haddad. Pode ser que não ganhe de fato, mas será uma disputa acirrada...",1
1596,Bom dia,1
1597,ótimo dia pra ir morar no Uruguai,1
1598,Bom dia vou fumar um beck tô sem humor nenhum hoje vão todos toma no cu,1
1599,pessoal uma boa noite hoje estou cansado dms pra qualquer coisa,1
1600,"Hoje eh aniversário do amor da minha vida. A minha única inspiração pra levantar da minha cama e viver mais um dia . Me dá forças pra encarar o mundo e todas as adversidades. Você eh uma princesa, meu bem..  Feliz aniversário e muitas, muitas felicidades.  Eu te amo hoje e sempre",1
1601,bom dia mas pra quem.,1
1602,boa noite,1
1603,eu fumo vcs fica chapado,1
1604,vou fumar um baseado nesse lixo,1
1605,Bom dia amor,1
1606,Foda se.,1
1607,a única coisa certa na minha vida eh o suicido,1
1608,eu odeio a minha vida. preciso me matar urgente.,1
1609,Bom dia.,1
1610,Boa noite,1
1611,boa noite amigos,1
1612,vamos ser amigos,1
1613,chega amigos.,1
1614,"""entao no momento eu desejo boa sorte ao Dória""   o bolsonaro falou isso  o doria ta usando isso no comercial pra falar q ta sendo apoiado pelo boniro",1
1615,nao te odeio,1
1616,a pessoa tem que ter sido muito maltratada pelos pais pra chegar na internet e falar que o Eduardo Jorge eh fascista.,1
1617,o ruim das amizades virtuais eh que quando vc não concorda com a pessoa vc não pode simplesmente deitar o filha da puta na porrada,1
1618,a única coisa fpda eh que quando eu treto com meus amigos virtuais não dá pra sair no soco,1
1619,está louco,1
1620,que dia lixo puta merda,1
1621,que dia lixo do carai,1
1622,dia triste com certeza,1
1623,bom dia grupo abençoado,1
1624,Boa noite grupo,1
1625,FFODA MEU AMIGO FODA,1
1626,baixo discord pros cara usar uma vez na vida outra na morte,1
1627,ain eu odeio a função quote Então vc exclua o app do Twitter,1
1628,"dica do dia.  quer melhorar seu dia em até 28%?  não leia comentário de publicações com mais de 1k de rt. preserve sua sanidade mental.  lembre-se que vc ainda tem uma vida inteira pela frente pra foder com a tua mente, ok ?",1
1629,Boa noite magos ocultos do submundo das trevas,1
1630,ceis e foda..,1
1631,bom dia,1
1632,se foda,1
1633,carai q merda .,1
1634,a dois anos atrás me considerava libertário com o passar do tempo descobri que sou apenas um comunista mesmo já aceitei,1
1635,galera bom dia.,1
1636,corno eh tu rapaz boa noite,1
1637,tá nada tô com sono irmão   cordei cedo,1
1638,Boa noite Tchau,1
1639,149 mil desmiolados achando que cristianismo eh fundamental FODA SE  pic.twitter.com/WyhdFJLQd4,1
1640,um dia eu vou entra pra Zua,1
1641,ae agora tenho whatsapp nesta porra. posso conversar com meus dois amigos,1
1642,todo crente eh louco  https://twitter.com/PastorMalafaia/status/1054209178447818752 …,1
1643,a eu nem sigo ele foda se,1
1644,queria ta numa praia agora brisado tomando uma cerveja esperando o dia passar,1
1645,"agrida uma pessoa q tem mania de falar ""aqueles"" toda vez q termina uma piadinha falando algo q ela supostamente estaria fazendo ex.: ""ah vamo todo mundo sejoga da ponte. AQUELES kkkkkk.""  agrida-o",1
1646,"ah, não custa nada assistir.  uma pessoa com bom senso crítico sabe diferenciar as partes incoerentes",1
1647,foda se os problemas familiares,1
1648,te amo/odeio corretor ortográfico,1
1649,a velho se foda,1
1650,se foda,1
1651,eu queria se um android com uns braço robô foda,1
1652,assistir jornal de manhã eh legal me lembra quando eu era criança. .,1
1653,bom dia..,1
1654,boa noite.,1
1655,queria mas isso vai mudar um dia..,1
1656,se foda,1
1657,o corinthians eh um lixo pai,1
1658,se foda kkkkkkkkkkkkkkk,1
1659,like das outra pessoa,1
1660,se foda,1
1661,eu fico pensando isso tbm tipo sair na rua e as pessoa fica olhando torto pra vc,1
1662,todo dia um rato diferente enviando mentiras,1
1663,foda,1
